grupa_wiekowa;plec;wojewodztwo_pacjenta;wojewodztwo_placowki;znacznik_czasu;procedura_icd9;liczba_procedur;liczba_pacjentow
19-65;M;opolskie;dolnoœl¹skie;284;88.721;<5;<5
19-65;M;opolskie;dolnoœl¹skie;284;89.522;<5;<5
19-65;M;opolskie;dolnoœl¹skie;285;88.721;<5;<5
19-65;M;opolskie;dolnoœl¹skie;285;89.522;<5;<5
19-65;M;opolskie;dolnoœl¹skie;286;89.522;<5;<5
19-65;M;opolskie;dolnoœl¹skie;287;88.721;<5;<5
19-65;M;opolskie;dolnoœl¹skie;287;89.522;<5;<5
19-65;M;opolskie;dolnoœl¹skie;289;88.721;<5;<5
19-65;M;opolskie;dolnoœl¹skie;289;89.522;<5;<5
19-65;M;opolskie;³ódzkie;277;36.070;<5;<5
19-65;M;opolskie;³ódzkie;277;89.522;<5;<5
19-65;M;opolskie;³ódzkie;279;88.721;<5;<5
19-65;M;opolskie;³ódzkie;279;89.522;<5;<5
19-65;M;opolskie;³ódzkie;281;88.721;<5;<5
19-65;M;opolskie;³ódzkie;281;89.522;<5;<5
19-65;M;opolskie;³ódzkie;284;88.721;<5;<5
19-65;M;opolskie;³ódzkie;284;89.522;<5;<5
19-65;M;opolskie;ma³opolskie;281;89.522;<5;<5
19-65;M;opolskie;ma³opolskie;287;89.522;<5;<5
19-65;M;opolskie;mazowieckie;288;89.522;<5;<5
19-65;M;opolskie;opolskie;276;36.071;<5;<5
19-65;M;opolskie;opolskie;276;89.502;<5;<5
19-65;M;opolskie;opolskie;277;36.070;<5;<5
19-65;M;opolskie;opolskie;277;89.41;<5;<5
19-65;M;opolskie;opolskie;277;89.501;<5;<5
19-65;M;opolskie;opolskie;277;89.502;<5;<5
19-65;M;opolskie;opolskie;278;89.41;<5;<5
19-65;M;opolskie;opolskie;278;89.501;<5;<5
19-65;M;opolskie;opolskie;278;89.502;<5;<5
19-65;M;opolskie;opolskie;279;36.074;<5;<5
19-65;M;opolskie;opolskie;279;89.41;<5;<5
19-65;M;opolskie;opolskie;279;89.501;<5;<5
19-65;M;opolskie;opolskie;280;36.070;<5;<5
19-65;M;opolskie;opolskie;280;89.41;<5;<5
19-65;M;opolskie;opolskie;280;89.501;<5;<5
19-65;M;opolskie;opolskie;280;89.502;<5;<5
19-65;M;opolskie;opolskie;281;36.070;<5;<5
19-65;M;opolskie;opolskie;281;89.41;<5;<5
19-65;M;opolskie;opolskie;281;89.501;<5;<5
19-65;M;opolskie;opolskie;282;36.070;<5;<5
19-65;M;opolskie;opolskie;282;36.071;<5;<5
19-65;M;opolskie;opolskie;282;36.074;<5;<5
19-65;M;opolskie;opolskie;282;89.501;<5;<5
19-65;M;opolskie;opolskie;282;89.502;<5;<5
19-65;M;opolskie;opolskie;283;89.501;<5;<5
19-65;M;opolskie;opolskie;284;36.070;<5;<5
19-65;M;opolskie;opolskie;284;36.071;<5;<5
19-65;M;opolskie;opolskie;284;89.41;<5;<5
19-65;M;opolskie;opolskie;284;89.502;<5;<5
19-65;M;opolskie;opolskie;285;36.070;<5;<5
19-65;M;opolskie;opolskie;285;36.071;<5;<5
19-65;M;opolskie;opolskie;285;89.41;<5;<5
19-65;M;opolskie;opolskie;285;89.501;<5;<5
19-65;M;opolskie;opolskie;285;89.502;<5;<5
19-65;M;opolskie;opolskie;286;36.070;<5;<5
19-65;M;opolskie;opolskie;286;36.071;<5;<5
19-65;M;opolskie;opolskie;286;89.501;<5;<5
19-65;M;opolskie;opolskie;287;36.070;<5;<5
19-65;M;opolskie;opolskie;287;36.071;<5;<5
19-65;M;opolskie;opolskie;287;36.072;<5;<5
19-65;M;opolskie;opolskie;287;89.41;<5;<5
19-65;M;opolskie;opolskie;288;36.070;<5;<5
19-65;M;opolskie;opolskie;288;89.41;<5;<5
19-65;M;opolskie;opolskie;288;89.501;<5;<5
19-65;M;opolskie;opolskie;288;89.502;<5;<5
19-65;M;opolskie;opolskie;289;36.070;<5;<5
19-65;M;opolskie;opolskie;289;36.071;<5;<5
19-65;M;opolskie;opolskie;289;37.83;<5;<5
19-65;M;opolskie;opolskie;289;89.41;<5;<5
19-65;M;opolskie;œl¹skie;276;88.721;<5;<5
19-65;M;opolskie;œl¹skie;276;89.522;<5;<5
19-65;M;opolskie;œl¹skie;277;37.947;<5;<5
19-65;M;opolskie;œl¹skie;277;88.721;<5;<5
19-65;M;opolskie;œl¹skie;278;89.501;<5;<5
19-65;M;opolskie;œl¹skie;279;88.721;<5;<5
19-65;M;opolskie;œl¹skie;280;89.502;<5;<5
19-65;M;opolskie;œl¹skie;280;89.522;<5;<5
19-65;M;opolskie;œl¹skie;282;89.522;<5;<5
19-65;M;opolskie;œl¹skie;283;89.41;<5;<5
19-65;M;opolskie;œl¹skie;284;88.721;<5;<5
19-65;M;opolskie;œl¹skie;284;89.522;<5;<5
19-65;M;opolskie;œl¹skie;285;88.721;<5;<5
19-65;M;opolskie;œl¹skie;285;89.522;<5;<5
19-65;M;opolskie;œl¹skie;288;37.82;<5;<5
19-65;M;opolskie;œl¹skie;289;36.070;<5;<5
19-65;M;opolskie;œl¹skie;289;89.502;<5;<5
19-65;M;opolskie;wielkopolskie;287;89.522;<5;<5
19-65;M;opolskie;wielkopolskie;288;89.522;<5;<5
19-65;M;opolskie;;277;88.721;<5;<5
19-65;M;opolskie;;281;88.721;<5;<5
19-65;M;opolskie;;282;88.721;<5;<5
19-65;M;opolskie;;283;88.721;<5;<5
19-65;M;opolskie;;285;88.721;<5;<5
19-65;M;opolskie;;286;88.721;<5;<5
19-65;M;opolskie;;287;88.721;<5;<5
19-65;M;opolskie;;288;89.41;<5;<5
19-65;M;opolskie;;289;88.721;<5;<5
19-65;M;podkarpackie;lubelskie;276;88.721;<5;<5
19-65;M;podkarpackie;lubelskie;276;89.522;<5;<5
19-65;M;podkarpackie;lubelskie;277;88.721;<5;<5
19-65;M;podkarpackie;lubelskie;277;89.522;<5;<5
19-65;M;podkarpackie;lubelskie;278;88.721;<5;<5
19-65;M;podkarpackie;lubelskie;278;89.522;<5;<5
19-65;M;podkarpackie;lubelskie;279;88.721;<5;<5
19-65;M;podkarpackie;lubelskie;279;89.522;<5;<5
19-65;M;podkarpackie;lubelskie;280;88.721;<5;<5
19-65;M;podkarpackie;lubelskie;281;88.721;<5;<5
19-65;M;podkarpackie;lubelskie;281;89.522;<5;<5
19-65;M;podkarpackie;lubelskie;282;88.721;<5;<5
19-65;M;podkarpackie;lubelskie;282;89.522;<5;<5
19-65;M;podkarpackie;lubelskie;286;89.522;<5;<5
19-65;M;podkarpackie;lubelskie;287;88.721;<5;<5
19-65;M;podkarpackie;lubelskie;287;89.522;<5;<5
19-65;M;podkarpackie;lubelskie;288;88.721;<5;<5
19-65;M;podkarpackie;lubelskie;288;89.522;<5;<5
19-65;M;podkarpackie;lubelskie;289;89.522;<5;<5
19-65;M;podkarpackie;ma³opolskie;277;89.502;<5;<5
19-65;M;podkarpackie;ma³opolskie;277;89.522;<5;<5
19-65;M;podkarpackie;ma³opolskie;278;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;278;89.522;<5;<5
19-65;M;podkarpackie;ma³opolskie;279;89.522;<5;<5
19-65;M;podkarpackie;ma³opolskie;280;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;280;89.522;<5;<5
19-65;M;podkarpackie;ma³opolskie;281;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;282;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;282;89.522;<5;<5
19-65;M;podkarpackie;ma³opolskie;283;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;283;89.522;<5;<5
19-65;M;podkarpackie;ma³opolskie;284;36.071;<5;<5
19-65;M;podkarpackie;ma³opolskie;284;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;284;89.41;<5;<5
19-65;M;podkarpackie;ma³opolskie;285;36.072;<5;<5
19-65;M;podkarpackie;ma³opolskie;285;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;285;89.522;<5;<5
19-65;M;podkarpackie;ma³opolskie;286;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;287;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;287;89.522;<5;<5
19-65;M;podkarpackie;ma³opolskie;288;37.82;<5;<5
19-65;M;podkarpackie;ma³opolskie;288;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;288;89.522;<5;<5
19-65;M;podkarpackie;ma³opolskie;289;88.721;<5;<5
19-65;M;podkarpackie;ma³opolskie;289;89.522;<5;<5
19-65;M;podkarpackie;mazowieckie;284;89.501;<5;<5
19-65;M;podkarpackie;mazowieckie;284;89.502;<5;<5
19-65;M;podkarpackie;mazowieckie;286;88.721;<5;<5
19-65;M;podkarpackie;mazowieckie;287;88.721;<5;<5
19-65;M;podkarpackie;mazowieckie;287;89.522;<5;<5
19-65;M;podkarpackie;mazowieckie;289;89.522;<5;<5
19-65;M;podkarpackie;podkarpackie;276;36.071;<5;<5
19-65;M;podkarpackie;podkarpackie;276;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;276;89.43;<5;<5
19-65;M;podkarpackie;podkarpackie;276;89.502;<5;<5
19-65;M;podkarpackie;podkarpackie;277;36.070;<5;<5
19-65;M;podkarpackie;podkarpackie;277;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;278;36.070;<5;<5
19-65;M;podkarpackie;podkarpackie;278;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;278;89.43;<5;<5
19-65;M;podkarpackie;podkarpackie;278;89.501;<5;<5
19-65;M;podkarpackie;podkarpackie;278;89.502;<5;<5
19-65;M;podkarpackie;podkarpackie;279;36.070;<5;<5
19-65;M;podkarpackie;podkarpackie;279;36.071;<5;<5
19-65;M;podkarpackie;podkarpackie;279;89.501;<5;<5
19-65;M;podkarpackie;podkarpackie;280;36.072;<5;<5
19-65;M;podkarpackie;podkarpackie;280;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;280;89.501;<5;<5
19-65;M;podkarpackie;podkarpackie;281;36.070;<5;<5
19-65;M;podkarpackie;podkarpackie;281;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;281;89.501;<5;<5
19-65;M;podkarpackie;podkarpackie;282;36.070;<5;<5
19-65;M;podkarpackie;podkarpackie;282;36.071;<5;<5
19-65;M;podkarpackie;podkarpackie;282;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;282;89.501;<5;<5
19-65;M;podkarpackie;podkarpackie;283;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;284;36.070;<5;<5
19-65;M;podkarpackie;podkarpackie;284;36.072;<5;<5
19-65;M;podkarpackie;podkarpackie;284;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;285;37.83;<5;<5
19-65;M;podkarpackie;podkarpackie;285;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;285;89.501;<5;<5
19-65;M;podkarpackie;podkarpackie;286;36.070;<5;<5
19-65;M;podkarpackie;podkarpackie;286;36.071;<5;<5
19-65;M;podkarpackie;podkarpackie;286;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;286;89.43;<5;<5
19-65;M;podkarpackie;podkarpackie;286;89.501;<5;<5
19-65;M;podkarpackie;podkarpackie;287;36.070;<5;<5
19-65;M;podkarpackie;podkarpackie;287;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;287;89.501;<5;<5
19-65;M;podkarpackie;podkarpackie;288;36.070;<5;<5
19-65;M;podkarpackie;podkarpackie;288;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;288;89.43;<5;<5
19-65;M;podkarpackie;podkarpackie;288;89.501;<5;<5
19-65;M;podkarpackie;podkarpackie;289;36.071;<5;<5
19-65;M;podkarpackie;podkarpackie;289;89.41;<5;<5
19-65;M;podkarpackie;podkarpackie;289;89.43;<5;<5
19-65;M;podkarpackie;œl¹skie;276;88.721;<5;<5
19-65;M;podkarpackie;œl¹skie;277;89.502;<5;<5
19-65;M;podkarpackie;œl¹skie;277;89.522;<5;<5
19-65;M;podkarpackie;œl¹skie;279;88.721;<5;<5
19-65;M;podkarpackie;œl¹skie;279;89.522;<5;<5
19-65;M;podkarpackie;œl¹skie;280;89.522;<5;<5
19-65;M;podkarpackie;œl¹skie;282;89.522;<5;<5
19-65;M;podkarpackie;œl¹skie;283;89.41;<5;<5
19-65;M;podkarpackie;œl¹skie;283;89.522;<5;<5
19-65;M;podkarpackie;œl¹skie;284;88.721;<5;<5
19-65;M;podkarpackie;œl¹skie;284;89.41;<5;<5
19-65;M;podkarpackie;œl¹skie;284;89.522;<5;<5
19-65;M;podkarpackie;œl¹skie;285;88.721;<5;<5
19-65;M;podkarpackie;œl¹skie;285;89.522;<5;<5
19-65;M;podkarpackie;œl¹skie;287;89.502;<5;<5
19-65;M;podkarpackie;œl¹skie;288;88.721;<5;<5
19-65;M;podkarpackie;œl¹skie;288;89.522;<5;<5
19-65;M;podkarpackie;œl¹skie;289;88.721;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;280;89.41;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;280;89.522;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;281;89.522;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;283;88.721;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;283;89.522;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;284;88.721;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;284;89.522;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;285;89.522;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;287;89.522;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;288;88.721;<5;<5
19-65;M;podkarpackie;œwiêtokrzyskie;288;89.522;<5;<5
19-65;M;podkarpackie;wielkopolskie;283;89.522;<5;<5
19-65;M;podkarpackie;zachodniopomorskie;288;89.522;<5;<5
19-65;M;podkarpackie;;277;88.721;<5;<5
19-65;M;podkarpackie;;283;88.721;<5;<5
19-65;M;podkarpackie;;284;88.721;<5;<5
19-65;M;podkarpackie;;285;88.721;<5;<5
19-65;M;podkarpackie;;286;88.721;<5;<5
19-65;M;podkarpackie;;286;89.41;<5;<5
19-65;M;podkarpackie;;287;88.721;<5;<5
19-65;M;podkarpackie;;288;88.721;<5;<5
19-65;M;podkarpackie;;289;88.721;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;276;89.502;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;277;88.721;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;278;88.721;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;279;89.522;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;283;88.721;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;284;88.721;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;284;89.522;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;285;88.721;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;285;89.502;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;285;89.522;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;286;88.721;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;286;89.41;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;286;89.522;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;287;89.502;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;287;89.522;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;288;88.721;<5;<5
19-65;M;podlaskie;dolnoœl¹skie;289;89.522;<5;<5
19-65;M;podlaskie;lubelskie;285;88.721;<5;<5
19-65;M;podlaskie;lubelskie;285;89.522;<5;<5
19-65;M;podlaskie;ma³opolskie;279;89.522;<5;<5
19-65;M;podlaskie;ma³opolskie;289;89.522;<5;<5
19-65;M;podlaskie;mazowieckie;276;88.721;<5;<5
19-65;M;podlaskie;mazowieckie;278;89.522;<5;<5
19-65;M;podlaskie;mazowieckie;279;88.721;<5;<5
19-65;M;podlaskie;mazowieckie;279;89.502;<5;<5
19-65;M;podlaskie;mazowieckie;280;88.721;<5;<5
19-65;M;podlaskie;mazowieckie;280;89.522;<5;<5
19-65;M;podlaskie;mazowieckie;281;88.721;<5;<5
19-65;M;podlaskie;mazowieckie;281;89.522;<5;<5
19-65;M;podlaskie;mazowieckie;282;88.721;<5;<5
19-65;M;podlaskie;mazowieckie;282;89.522;<5;<5
19-65;M;podlaskie;mazowieckie;283;88.721;<5;<5
19-65;M;podlaskie;mazowieckie;284;88.721;<5;<5
19-65;M;podlaskie;mazowieckie;284;89.502;<5;<5
19-65;M;podlaskie;mazowieckie;284;89.522;<5;<5
19-65;M;podlaskie;mazowieckie;285;89.522;<5;<5
19-65;M;podlaskie;mazowieckie;286;88.721;<5;<5
19-65;M;podlaskie;mazowieckie;287;88.721;<5;<5
19-65;M;podlaskie;mazowieckie;287;89.522;<5;<5
19-65;M;podlaskie;mazowieckie;288;89.43;<5;<5
19-65;M;podlaskie;podlaskie;276;89.41;<5;<5
19-65;M;podlaskie;podlaskie;276;89.501;<5;<5
19-65;M;podlaskie;podlaskie;277;36.071;<5;<5
19-65;M;podlaskie;podlaskie;277;89.41;<5;<5
19-65;M;podlaskie;podlaskie;278;36.070;<5;<5
19-65;M;podlaskie;podlaskie;278;36.071;<5;<5
19-65;M;podlaskie;podlaskie;279;36.070;<5;<5
19-65;M;podlaskie;podlaskie;279;36.071;<5;<5
19-65;M;podlaskie;podlaskie;279;89.41;<5;<5
19-65;M;podlaskie;podlaskie;280;36.070;<5;<5
19-65;M;podlaskie;podlaskie;280;36.071;<5;<5
19-65;M;podlaskie;podlaskie;280;89.501;<5;<5
19-65;M;podlaskie;podlaskie;281;89.41;<5;<5
19-65;M;podlaskie;podlaskie;282;36.070;<5;<5
19-65;M;podlaskie;podlaskie;282;37.83;<5;<5
19-65;M;podlaskie;podlaskie;282;89.41;<5;<5
19-65;M;podlaskie;podlaskie;282;89.501;<5;<5
19-65;M;podlaskie;podlaskie;283;36.070;<5;<5
19-65;M;podlaskie;podlaskie;283;89.41;<5;<5
19-65;M;podlaskie;podlaskie;284;36.070;<5;<5
19-65;M;podlaskie;podlaskie;284;36.071;<5;<5
19-65;M;podlaskie;podlaskie;284;89.43;<5;<5
19-65;M;podlaskie;podlaskie;285;36.070;<5;<5
19-65;M;podlaskie;podlaskie;285;36.074;<5;<5
19-65;M;podlaskie;podlaskie;285;89.41;<5;<5
19-65;M;podlaskie;podlaskie;285;89.501;<5;<5
19-65;M;podlaskie;podlaskie;286;36.070;<5;<5
19-65;M;podlaskie;podlaskie;286;89.41;<5;<5
19-65;M;podlaskie;podlaskie;286;89.501;<5;<5
19-65;M;podlaskie;podlaskie;287;36.070;<5;<5
19-65;M;podlaskie;podlaskie;288;37.82;<5;<5
19-65;M;podlaskie;podlaskie;288;89.41;<5;<5
19-65;M;podlaskie;podlaskie;288;89.501;<5;<5
19-65;M;podlaskie;podlaskie;289;36.070;<5;<5
19-65;M;podlaskie;podlaskie;289;89.41;<5;<5
19-65;M;podlaskie;œl¹skie;286;88.721;<5;<5
19-65;M;podlaskie;warmiñsko-mazurskie;282;89.522;<5;<5
19-65;M;podlaskie;warmiñsko-mazurskie;283;88.721;<5;<5
19-65;M;podlaskie;warmiñsko-mazurskie;284;89.522;<5;<5
19-65;M;podlaskie;warmiñsko-mazurskie;287;88.721;<5;<5
19-65;M;podlaskie;warmiñsko-mazurskie;289;89.522;<5;<5
19-65;M;podlaskie;;277;88.721;<5;<5
19-65;M;podlaskie;;277;89.501;<5;<5
19-65;M;podlaskie;;281;88.721;<5;<5
19-65;M;podlaskie;;282;88.721;<5;<5
19-65;M;podlaskie;;288;88.721;<5;<5
19-65;M;pomorskie;dolnoœl¹skie;277;88.721;<5;<5
19-65;M;pomorskie;dolnoœl¹skie;283;89.522;<5;<5
19-65;M;pomorskie;dolnoœl¹skie;287;88.721;<5;<5
19-65;M;pomorskie;dolnoœl¹skie;287;89.522;<5;<5
19-65;M;pomorskie;dolnoœl¹skie;288;88.721;<5;<5
19-65;M;pomorskie;dolnoœl¹skie;288;89.522;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;276;89.522;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;278;36.070;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;278;88.721;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;278;89.522;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;279;88.721;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;281;88.721;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;282;36.070;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;282;88.721;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;282;89.522;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;284;89.502;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;285;36.11;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;285;36.15;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;285;88.721;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;285;89.522;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;286;88.721;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;286;89.522;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;287;88.721;<5;<5
19-65;M;pomorskie;kujawsko-pomorskie;287;89.522;<5;<5
19-65;M;pomorskie;³ódzkie;280;36.070;<5;<5
19-65;M;pomorskie;³ódzkie;280;88.721;<5;<5
19-65;M;pomorskie;³ódzkie;280;89.522;<5;<5
19-65;M;pomorskie;³ódzkie;289;89.502;<5;<5
19-65;M;pomorskie;lubelskie;280;89.522;<5;<5
19-65;M;pomorskie;ma³opolskie;281;89.522;<5;<5
19-65;M;pomorskie;ma³opolskie;282;89.522;<5;<5
19-65;M;pomorskie;ma³opolskie;283;88.721;<5;<5
19-65;M;pomorskie;ma³opolskie;283;89.522;<5;<5
19-65;M;pomorskie;ma³opolskie;284;89.522;<5;<5
19-65;M;pomorskie;ma³opolskie;285;89.522;<5;<5
19-65;M;pomorskie;ma³opolskie;287;89.522;<5;<5
19-65;M;pomorskie;ma³opolskie;288;89.522;<5;<5
19-65;M;pomorskie;mazowieckie;278;89.522;<5;<5
19-65;M;pomorskie;mazowieckie;283;89.522;<5;<5
19-65;M;pomorskie;mazowieckie;285;36.070;<5;<5
19-65;M;pomorskie;mazowieckie;285;88.721;<5;<5
19-65;M;pomorskie;mazowieckie;285;89.522;<5;<5
19-65;M;pomorskie;mazowieckie;287;88.721;<5;<5
19-65;M;pomorskie;mazowieckie;287;89.502;<5;<5
19-65;M;pomorskie;mazowieckie;287;89.522;<5;<5
19-65;M;pomorskie;mazowieckie;289;89.522;<5;<5
19-65;M;pomorskie;pomorskie;276;36.071;<5;<5
19-65;M;pomorskie;pomorskie;276;89.41;<5;<5
19-65;M;pomorskie;pomorskie;277;36.070;<5;<5
19-65;M;pomorskie;pomorskie;277;89.43;<5;<5
19-65;M;pomorskie;pomorskie;277;89.501;<5;<5
19-65;M;pomorskie;pomorskie;278;36.070;<5;<5
19-65;M;pomorskie;pomorskie;278;36.071;<5;<5
19-65;M;pomorskie;pomorskie;278;89.41;<5;<5
19-65;M;pomorskie;pomorskie;278;89.43;<5;<5
19-65;M;pomorskie;pomorskie;278;89.501;<5;<5
19-65;M;pomorskie;pomorskie;279;36.071;<5;<5
19-65;M;pomorskie;pomorskie;279;89.43;<5;<5
19-65;M;pomorskie;pomorskie;279;89.501;<5;<5
19-65;M;pomorskie;pomorskie;280;36.070;<5;<5
19-65;M;pomorskie;pomorskie;280;89.43;<5;<5
19-65;M;pomorskie;pomorskie;280;89.501;<5;<5
19-65;M;pomorskie;pomorskie;281;36.070;<5;<5
19-65;M;pomorskie;pomorskie;281;36.071;<5;<5
19-65;M;pomorskie;pomorskie;281;36.072;<5;<5
19-65;M;pomorskie;pomorskie;281;89.41;<5;<5
19-65;M;pomorskie;pomorskie;281;89.43;<5;<5
19-65;M;pomorskie;pomorskie;281;89.501;<5;<5
19-65;M;pomorskie;pomorskie;282;36.070;<5;<5
19-65;M;pomorskie;pomorskie;282;89.41;<5;<5
19-65;M;pomorskie;pomorskie;282;89.501;<5;<5
19-65;M;pomorskie;pomorskie;283;36.070;<5;<5
19-65;M;pomorskie;pomorskie;283;36.071;<5;<5
19-65;M;pomorskie;pomorskie;283;89.43;<5;<5
19-65;M;pomorskie;pomorskie;284;36.070;<5;<5
19-65;M;pomorskie;pomorskie;284;36.071;<5;<5
19-65;M;pomorskie;pomorskie;284;89.41;<5;<5
19-65;M;pomorskie;pomorskie;284;89.43;<5;<5
19-65;M;pomorskie;pomorskie;285;36.04;<5;<5
19-65;M;pomorskie;pomorskie;285;36.071;<5;<5
19-65;M;pomorskie;pomorskie;285;36.072;<5;<5
19-65;M;pomorskie;pomorskie;285;37.83;<5;<5
19-65;M;pomorskie;pomorskie;285;89.41;<5;<5
19-65;M;pomorskie;pomorskie;285;89.43;<5;<5
19-65;M;pomorskie;pomorskie;286;36.04;<5;<5
19-65;M;pomorskie;pomorskie;286;36.071;<5;<5
19-65;M;pomorskie;pomorskie;286;36.072;<5;<5
19-65;M;pomorskie;pomorskie;286;36.11;<5;<5
19-65;M;pomorskie;pomorskie;286;89.41;<5;<5
19-65;M;pomorskie;pomorskie;287;36.04;<5;<5
19-65;M;pomorskie;pomorskie;287;36.070;<5;<5
19-65;M;pomorskie;pomorskie;287;36.071;<5;<5
19-65;M;pomorskie;pomorskie;287;89.43;<5;<5
19-65;M;pomorskie;pomorskie;287;89.501;<5;<5
19-65;M;pomorskie;pomorskie;288;36.071;<5;<5
19-65;M;pomorskie;pomorskie;288;89.501;<5;<5
19-65;M;pomorskie;pomorskie;289;36.070;<5;<5
19-65;M;pomorskie;pomorskie;289;36.071;<5;<5
19-65;M;pomorskie;pomorskie;289;36.12;<5;<5
19-65;M;pomorskie;pomorskie;289;36.13;<5;<5
19-65;M;pomorskie;pomorskie;289;89.41;<5;<5
19-65;M;pomorskie;œl¹skie;277;88.721;<5;<5
19-65;M;pomorskie;œl¹skie;277;89.522;<5;<5
19-65;M;pomorskie;œl¹skie;278;89.502;<5;<5
19-65;M;pomorskie;œl¹skie;278;89.522;<5;<5
19-65;M;pomorskie;œl¹skie;281;88.721;<5;<5
19-65;M;pomorskie;œl¹skie;284;88.721;<5;<5
19-65;M;pomorskie;œl¹skie;284;89.522;<5;<5
19-65;M;pomorskie;œl¹skie;287;89.522;<5;<5
19-65;M;pomorskie;œl¹skie;288;88.721;<5;<5
19-65;M;pomorskie;œl¹skie;288;89.522;<5;<5
19-65;M;pomorskie;œwiêtokrzyskie;281;36.070;<5;<5
19-65;M;pomorskie;œwiêtokrzyskie;281;89.522;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;276;88.721;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;276;89.522;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;280;89.522;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;281;88.721;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;282;88.721;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;283;88.721;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;283;89.501;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;283;89.522;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;284;88.721;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;284;89.522;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;285;88.721;<5;<5
19-65;M;pomorskie;warmiñsko-mazurskie;285;89.501;<5;<5
